Transaction ID,Amount,Timestamp,Description,Transaction Type,Account Number
TXN00566,316.21,2024-05-19 23:19:28.808433,Transfer to ING Account,debit,NLINGB1561160388
TXN00567,-82.83,2024-02-27 21:57:31.808433,Car Lease Payment,debit,NLRABO4077979943
TXN00568,-13.04,2023-08-30 01:46:20.808433,PayPal Transfer,debit,NLABNA4316238059
TXN00569,-459.64,2024-02-17 21:55:07.808433,Municipal Tax Payment,credit,NLINGB4678415538
TXN00570,-326.46,2023-10-19 12:51:53.808433,T-Mobile Bill Payment,credit,NLABNA8966929538
TXN00571,69.9,2023-09-22 20:45:34.808433,AH Online Groceries,credit,NLRABO5951136245
TXN00572,-253.47,2024-06-16 10:51:08.808433,iDEAL Payment,credit,NLRABO9608541658
TXN00573,281.23,2024-07-15 10:14:32.808433,Albert Heijn Purchase,credit,NLINGB1363158915
TXN00574,-110.1,2024-01-16 16:15:06.808433,PayPal Transfer,debit,NLABNA7660697274
TXN00575,-123.02,2024-06-02 14:28:17.808433,Bunq Transfer,debit,NLRABO9510403532
TXN00576,193.28,2024-06-27 18:54:32.808433,Payment to Rabobank,credit,NLINGB5024079128
TXN00577,-169.54,2023-10-29 07:04:50.808433,Payment to Ziggo,debit,NLABNA3653315807
TXN00578,-439.49,2024-01-08 21:37:48.808433,Transfer to ING Account,debit,NLRABO3929494385
TXN00579,-3.98,2023-11-18 03:55:40.808433,Bunq Transfer,debit,NLABNA8505467260
TXN00580,249.14,2024-08-07 19:56:06.808433,Rent Payment,credit,NLABNA6606121076
TXN00581,25.29,2024-07-30 20:41:06.808433,Payment to Rabobank,credit,NLRABO6763551660
TXN00582,176.02,2024-02-15 20:37:09.808433,Netflix Subscription,credit,NLRABO9761549905
TXN00583,476.91,2024-05-19 13:28:10.808433,Payment to Credit Card,credit,NLABNA8373520538
TXN00584,404.72,2024-08-17 21:53:17.808433,Salary from Employer,debit,NLINGB2077324441
TXN00585,200.63,2024-06-03 13:04:47.808433,NS Train Ticket,credit,NLINGB4533040203
TXN00586,-282.09,2024-07-03 16:28:57.808433,Payment to Credit Card,credit,NLRABO1274129720
TXN00587,286.47,2023-09-21 04:02:04.808433,iDEAL Payment,debit,NLABNA9171899106
TXN00588,347.14,2023-10-10 05:29:10.808433,Car Lease Payment,credit,NLABNA1203203105
TXN00589,218.4,2023-09-04 08:02:24.808433,Payment to Credit Card,debit,NLINGB7497611652
TXN00590,459.15,2024-05-13 00:53:13.808433,Bol.com Purchase,debit,NLINGB3521861478
TXN00591,-11.34,2024-06-16 16:32:05.808433,Eneco Energy Bill,credit,NLRABO6977534028
TXN00592,220.14,2023-08-27 14:12:36.808433,Payment to Rabobank,debit,NLINGB2974735276
TXN00593,-221.61,2024-08-15 12:54:08.808433,Car Lease Payment,credit,NLINGB4613171518
TXN00594,-81.99,2023-11-04 12:01:56.808433,Salary from Employer,credit,NLINGB2120990656
TXN00595,358.79,2024-03-23 05:02:58.808433,Payment to Rabobank,debit,NLINGB2217578857
TXN00596,-148.19,2024-02-17 12:49:32.808433,Salary from Employer,credit,NLRABO2102210234
TXN00597,-98.82,2023-11-19 21:56:36.808433,Car Lease Payment,credit,NLINGB1162782888
TXN00598,-234.17,2023-10-09 18:44:41.808433,Tax Refund,credit,NLRABO6478158920
TXN00599,-69.96,2024-07-20 22:08:48.808433,Bunq Transfer,credit,NLINGB9198029150
TXN00600,-70.99,2023-12-06 17:52:27.808433,Tax Refund,credit,NLINGB3254713379
TXN00601,-245.45,2023-11-28 04:38:39.808433,Salary from Employer,credit,NLRABO1565305531
TXN00602,475.69,2023-11-16 16:26:26.808433,iDEAL Payment,credit,NLRABO7734432012
TXN00603,28.59,2023-11-28 19:44:53.808433,Bunq Transfer,credit,NLRABO1463530104
TXN00604,-89.45,2024-08-19 20:49:02.808433,AH Online Groceries,debit,NLRABO4681981327
TXN00605,-321.37,2023-10-24 07:39:47.808433,PayPal Transfer,debit,NLINGB1634139550
TXN00606,-63.81,2024-05-13 17:46:06.808433,Municipal Tax Payment,credit,NLABNA6776668242
TXN00607,-281.8,2024-03-20 08:33:19.808433,Payment to Ziggo,debit,NLRABO8298894279
TXN00608,-126.07,2024-07-28 17:36:48.808433,NS Train Ticket,debit,NLRABO5391282588
TXN00609,-87.74,2024-06-21 07:13:02.808433,Geldmaat ATM Withdrawal,credit,NLINGB5371468449
TXN00610,337.83,2023-12-08 20:46:18.808433,Payment to Rabobank,credit,NLINGB1243541359
TXN00611,21.2,2023-12-16 12:40:58.808433,Tax Refund,debit,NLRABO6193010396
TXN00612,-260.53,2023-08-31 22:28:57.808433,PayPal Transfer,debit,NLRABO2018083306
TXN00613,257.15,2024-01-13 15:46:16.808433,Bunq Transfer,credit,NLRABO1904435517
TXN00614,468.47,2023-10-26 16:45:59.808433,Rent Payment,credit,NLINGB6534283190
TXN00615,421.15,2024-05-16 18:33:30.808433,NS Train Ticket,credit,NLRABO2222656847
TXN00616,-456.29,2024-01-13 15:16:25.808433,T-Mobile Bill Payment,debit,NLINGB2117589863
TXN00617,286.88,2023-12-05 21:43:39.808433,Car Lease Payment,debit,NLINGB5061451992
TXN00618,-45.35,2024-01-17 17:08:20.808433,AH Online Groceries,debit,NLABNA4168700953
TXN00619,150.36,2024-03-12 21:23:11.808433,NS Train Ticket,credit,NLINGB8967312341
TXN00620,493.09,2024-04-06 09:21:31.808433,iDEAL Payment,debit,NLRABO1013956543
TXN00621,-81.43,2023-11-12 01:55:38.808433,T-Mobile Bill Payment,credit,NLINGB2288077119
TXN00622,183.77,2023-12-28 06:58:01.808433,Netflix Subscription,credit,NLRABO5336323049
TXN00623,-428.63,2024-01-19 07:47:49.808433,Salary from Employer,debit,NLINGB6737645763
TXN00624,101.5,2024-08-20 05:09:19.808433,PayPal Transfer,debit,NLABNA2527877054
TXN00625,314.99,2023-09-10 05:44:45.808433,AH Online Groceries,credit,NLRABO5982896480
TXN00626,-34.55,2024-08-08 21:59:57.808433,Payment to Ziggo,debit,NLRABO4218986139
TXN00627,212.33,2024-08-12 14:06:18.808433,PayPal Transfer,debit,NLRABO2565914397
TXN00628,190.43,2023-12-11 06:18:19.808433,Payment to Rabobank,debit,NLABNA3766121448
TXN00629,177.51,2024-01-16 23:28:51.808433,Bunq Transfer,debit,NLINGB6647365070
TXN00630,6.9,2024-05-04 23:50:15.808433,T-Mobile Bill Payment,credit,NLABNA5518523131
TXN00631,478.33,2024-02-28 18:08:52.808433,AH Online Groceries,debit,NLABNA6107720213
TXN00632,46.55,2023-11-15 09:54:19.808433,Transfer to ING Account,credit,NLINGB1904721645
TXN00633,-31.26,2023-10-19 00:06:28.808433,T-Mobile Bill Payment,debit,NLINGB1334423603
TXN00634,312.67,2023-10-03 00:34:20.808433,PayPal Transfer,credit,NLRABO3285699234
TXN00635,54.32,2024-02-11 10:27:10.808433,Tax Refund,debit,NLRABO6137824508
TXN00636,419.96,2024-02-22 15:00:17.808433,NS Train Ticket,credit,NLRABO8953737778
TXN00637,-237.75,2023-10-14 00:53:29.808433,Tax Refund,debit,NLABNA3621428976
TXN00638,309.49,2024-08-22 18:32:19.808433,Albert Heijn Purchase,debit,NLRABO7057428132
TXN00639,3.2,2024-08-21 21:11:05.808433,Eneco Energy Bill,debit,NLINGB8633318333
TXN00640,312.18,2023-12-12 06:28:09.808433,NS Train Ticket,credit,NLRABO9662708848
TXN00641,-389.65,2023-11-02 04:23:35.808433,Payment to Credit Card,credit,NLRABO6676910830
TXN00642,461.16,2023-11-17 19:21:35.808433,AH Online Groceries,debit,NLRABO4460819103
TXN00643,264.39,2024-08-11 03:24:11.808433,AH Online Groceries,credit,NLINGB7687751459
TXN00644,259.25,2024-02-12 23:11:11.808433,Albert Heijn Purchase,credit,NLABNA3794978659
TXN00645,216.89,2024-03-08 11:31:53.808433,AH Online Groceries,debit,NLRABO2286681901
TXN00646,-253.59,2024-08-06 07:02:17.808433,Geldmaat ATM Withdrawal,credit,NLINGB1178183927
TXN00647,-485.7,2024-07-29 08:51:59.808433,Salary from Employer,debit,NLABNA7381082103
TXN00648,-232.56,2024-06-22 00:31:23.808433,Netflix Subscription,debit,NLABNA9101749420
TXN00649,-38.12,2024-01-31 07:51:10.808433,Albert Heijn Purchase,debit,NLABNA5786789319
TXN00650,-327.18,2023-10-05 22:45:03.808433,Bunq Transfer,credit,NLINGB7123717724
TXN00651,371.37,2023-10-20 17:20:56.808433,Tax Refund,credit,NLABNA4069891921
TXN00652,-155.01,2024-05-08 21:57:07.808433,Bol.com Purchase,credit,NLABNA5598377120
TXN00653,-196.58,2023-11-26 09:35:16.808433,Car Lease Payment,debit,NLINGB8545531594
TXN00654,6.62,2024-02-17 08:36:30.808433,Payment to Rabobank,credit,NLINGB3168508415
TXN00655,239.43,2024-03-30 20:07:57.808433,T-Mobile Bill Payment,debit,NLRABO3160461718
TXN00656,-241.01,2024-04-09 02:22:16.808433,Payment to Credit Card,credit,NLINGB7634601874
TXN00657,-220.37,2024-05-30 04:36:08.808433,Car Lease Payment,debit,NLABNA9699864642
TXN00658,177.72,2024-02-03 06:47:28.808433,Municipal Tax Payment,debit,NLABNA2732426380
TXN00659,52.03,2024-07-22 03:02:54.808433,Payment to Ziggo,debit,NLRABO3984536889
TXN00660,-417.29,2024-01-22 02:55:49.808433,Municipal Tax Payment,credit,NLRABO4469170805
TXN00661,225.68,2024-03-04 19:40:20.808433,Netflix Subscription,debit,NLRABO6374287759
TXN00662,325.7,2024-05-23 05:11:28.808433,Netflix Subscription,credit,NLINGB9221960752
TXN00663,361.58,2024-05-03 19:42:06.808433,Payment to Ziggo,credit,NLRABO4987560339
TXN00664,87.98,2023-10-26 22:25:23.808433,Bol.com Purchase,credit,NLRABO3602879335
TXN00665,353.37,2024-02-27 00:04:32.808433,Tax Refund,debit,NLINGB2764350547
TXN00666,28.41,2024-06-28 22:31:16.808433,Eneco Energy Bill,debit,NLABNA7409704226
TXN00667,408.41,2023-09-14 05:39:00.808433,Albert Heijn Purchase,debit,NLABNA2526199435
TXN00668,301.33,2024-01-04 20:19:17.808433,Tax Refund,credit,NLRABO3669936482
TXN00669,-193.61,2023-09-02 05:37:36.808433,Eneco Energy Bill,credit,NLABNA8490270473
TXN00670,-124.83,2024-06-09 21:52:28.808433,Bol.com Purchase,credit,NLINGB6889623625
TXN00671,60.64,2023-09-19 01:00:53.808433,Car Lease Payment,debit,NLINGB7952243106
TXN00672,-74.82,2023-09-26 01:17:36.808433,AH Online Groceries,credit,NLABNA4346193745
TXN00673,460.57,2024-08-16 15:12:46.808433,Payment to Credit Card,credit,NLRABO5134165454
TXN00674,317.66,2024-07-14 16:41:23.808433,PayPal Transfer,credit,NLABNA9370328466
TXN00675,260.26,2023-11-24 15:06:34.808433,Municipal Tax Payment,credit,NLRABO7710905595
TXN00676,-466.95,2024-07-18 19:19:25.808433,Salary from Employer,credit,NLINGB9289427586
TXN00677,117.55,2024-08-12 03:39:52.808433,Car Lease Payment,debit,NLINGB6608778940
TXN00678,296.7,2024-08-05 22:15:23.808433,T-Mobile Bill Payment,debit,NLABNA4870122146
TXN00679,-167.8,2023-09-04 13:00:57.808433,Payment to Credit Card,debit,NLINGB9140610882
TXN00680,287.53,2023-08-26 04:46:26.808433,Payment to Credit Card,debit,NLABNA7043929734
TXN00681,-138.12,2024-03-06 19:47:15.808433,iDEAL Payment,credit,NLABNA9619359150
TXN00682,141.34,2023-09-30 23:14:07.808433,Netflix Subscription,debit,NLINGB3373859345
TXN00683,408.02,2024-06-19 02:11:59.808433,Albert Heijn Purchase,credit,NLRABO1488760956
TXN00684,289.78,2024-06-16 04:15:06.808433,Albert Heijn Purchase,debit,NLRABO6387526570
TXN00685,-412.57,2023-11-22 20:05:35.808433,Rent Payment,debit,NLABNA5201242033
TXN00686,427.07,2023-10-04 06:18:46.808433,T-Mobile Bill Payment,debit,NLABNA7784717694
TXN00687,-222.05,2023-10-24 03:32:59.808433,Albert Heijn Purchase,credit,NLABNA4141465009
TXN00688,-174.37,2023-11-04 07:53:15.808433,iDEAL Payment,credit,NLRABO7433445045
TXN00689,-162.55,2024-04-30 13:33:00.808433,iDEAL Payment,debit,NLABNA4929484812
TXN00690,447.7,2024-04-16 05:39:02.808433,AH Online Groceries,credit,NLRABO3986786396
TXN00691,87.07,2024-03-31 01:04:54.808433,iDEAL Payment,credit,NLABNA7274559779
TXN00692,163.7,2023-12-29 20:51:54.808433,Payment to Credit Card,credit,NLINGB3810386731
TXN00693,-465.72,2024-03-11 05:29:25.808433,Car Lease Payment,debit,NLRABO9084264262
TXN00694,-84.06,2023-09-13 17:51:24.808433,Payment to Ziggo,debit,NLRABO2707081112
TXN00695,-487.54,2024-03-31 21:05:50.808433,Eneco Energy Bill,debit,NLABNA5691419158
TXN00696,243.59,2024-05-02 03:16:27.808433,Salary from Employer,debit,NLABNA7854828573
TXN00697,-1.54,2024-01-01 01:47:31.808433,Geldmaat ATM Withdrawal,debit,NLRABO3401094521
TXN00698,-210.38,2024-01-09 03:32:46.808433,Netflix Subscription,debit,NLABNA9604969929
TXN00699,226.19,2023-10-17 13:55:55.808433,Salary from Employer,credit,NLABNA1136214484
TXN00700,112.65,2023-10-09 22:31:37.808433,iDEAL Payment,debit,NLABNA9461770911
TXN00701,-137.43,2024-02-27 04:19:58.808433,Eneco Energy Bill,debit,NLINGB9641431577
TXN00702,408.34,2024-07-13 13:31:01.808433,Transfer to ING Account,debit,NLRABO9850061483
TXN00703,358.79,2023-12-08 21:32:07.808433,Netflix Subscription,debit,NLRABO1733374417
TXN00704,-215.86,2024-07-29 11:18:36.808433,Municipal Tax Payment,debit,NLRABO2589193539
TXN00705,-223.38,2023-10-02 14:36:36.808433,NS Train Ticket,debit,NLABNA2016534845
TXN00706,465.46,2024-08-05 12:15:52.808433,Car Lease Payment,credit,NLRABO7588036555
TXN00707,443.12,2024-04-03 03:33:30.808433,Albert Heijn Purchase,debit,NLABNA1608711898
TXN00708,428.23,2024-08-18 02:41:53.808433,Eneco Energy Bill,credit,NLRABO8897108977
TXN00709,-65.78,2024-02-11 15:21:48.808433,Bol.com Purchase,credit,NLABNA1163552159
TXN00710,392.09,2023-12-25 15:28:36.808433,Payment to Rabobank,credit,NLRABO4981076912
TXN00711,437.8,2023-12-10 17:34:42.808433,Tax Refund,debit,NLINGB2788008350
TXN00712,297.6,2024-06-03 17:29:24.808433,Netflix Subscription,credit,NLINGB2455417533
TXN00713,-386.8,2024-06-15 13:44:32.808433,T-Mobile Bill Payment,debit,NLRABO2205775703
TXN00714,248.07,2024-08-04 02:55:37.808433,Car Lease Payment,credit,NLABNA2680166206
TXN00715,-15.71,2024-06-27 06:57:03.808433,Payment to Ziggo,debit,NLINGB8195992425
TXN00716,-337.54,2023-12-11 11:14:56.808433,Municipal Tax Payment,debit,NLINGB9100885914
TXN00717,-180.91,2024-03-28 21:03:53.808433,Transfer to ING Account,debit,NLABNA2997900164
TXN00718,493.77,2024-05-19 19:48:40.808433,Bunq Transfer,credit,NLABNA6924804425
TXN00719,330.64,2023-10-15 20:31:30.808433,PayPal Transfer,credit,NLRABO1432287295
TXN00720,382.06,2024-06-17 22:38:52.808433,Tax Refund,credit,NLRABO5098583240
TXN00721,-433.02,2024-07-13 01:52:10.808433,Tax Refund,credit,NLINGB8554205299
TXN00722,-392.66,2024-03-23 16:36:52.808433,Transfer to ING Account,debit,NLABNA9597418886
TXN00723,271.82,2024-03-14 13:58:27.808433,Netflix Subscription,credit,NLRABO9661974966
TXN00724,-157.67,2023-09-20 14:57:06.808433,Tax Refund,credit,NLINGB9609221234
TXN00725,-380.03,2024-04-03 15:07:05.808433,T-Mobile Bill Payment,debit,NLRABO3113701386
TXN00726,-154.43,2024-07-11 05:16:39.808433,Bunq Transfer,debit,NLINGB9205774333
TXN00727,17.3,2024-01-26 09:26:52.808433,Geldmaat ATM Withdrawal,debit,NLINGB5670948915
TXN00728,-356.65,2024-06-30 15:48:50.808433,AH Online Groceries,debit,NLRABO4788896126
TXN00729,238.71,2023-12-12 17:57:40.808433,Albert Heijn Purchase,debit,NLABNA8589185428
TXN00730,-490.32,2024-01-29 00:43:40.808433,Bunq Transfer,credit,NLABNA8011306779
TXN00731,225.16,2024-02-25 18:36:44.808433,Transfer to ING Account,credit,NLABNA1463448102
TXN00732,451.88,2023-09-24 08:27:59.808433,Municipal Tax Payment,debit,NLINGB3148693227
TXN00733,322.41,2024-07-06 12:28:53.808433,Eneco Energy Bill,debit,NLABNA2234498136
TXN00734,358.59,2023-10-01 08:39:23.808433,Albert Heijn Purchase,credit,NLABNA6065144187
TXN00735,99.59,2024-02-13 22:18:17.808433,Car Lease Payment,debit,NLABNA7609478049
TXN00736,17.62,2023-09-02 08:07:30.808433,Geldmaat ATM Withdrawal,credit,NLABNA4001351927
TXN00737,496.4,2024-03-12 23:40:55.808433,Car Lease Payment,debit,NLINGB8472852564
TXN00738,96.29,2024-02-20 10:42:38.808433,Payment to Ziggo,credit,NLABNA8552174395
TXN00739,-266.07,2024-05-08 10:30:05.808433,Payment to Rabobank,credit,NLRABO8576848879
TXN00740,-411.74,2024-08-18 05:11:00.808433,Netflix Subscription,debit,NLRABO4955816036
TXN00741,206.28,2024-05-10 14:40:55.808433,Car Lease Payment,credit,NLABNA3677542245
TXN00742,-81.62,2024-07-15 07:46:22.808433,NS Train Ticket,debit,NLABNA9818843572
TXN00743,-164.51,2024-02-14 00:09:16.808433,iDEAL Payment,debit,NLABNA2876165790
TXN00744,320.83,2024-06-15 13:50:27.808433,Tax Refund,debit,NLINGB1581796927
TXN00745,-43.22,2024-03-01 12:42:49.808433,T-Mobile Bill Payment,debit,NLRABO8470142316
TXN00746,-296.19,2023-11-16 08:39:31.808433,NS Train Ticket,credit,NLINGB5497953873
TXN00747,365.79,2024-04-10 17:48:40.808433,AH Online Groceries,debit,NLRABO7324171870
TXN00748,27.3,2024-01-29 20:03:24.808433,Albert Heijn Purchase,debit,NLINGB6577117700
TXN00749,-376.45,2024-03-22 09:46:35.808433,Rent Payment,debit,NLRABO4043946295
TXN00750,-10.88,2023-08-29 15:59:20.808433,Payment to Ziggo,credit,NLRABO2068322479
TXN00751,72.18,2024-04-18 04:07:14.808433,Payment to Credit Card,credit,NLRABO2611892984
TXN00752,278.08,2023-10-11 18:16:43.808433,Municipal Tax Payment,debit,NLABNA7681807735
TXN00753,73.65,2024-06-26 20:53:36.808433,PayPal Transfer,debit,NLINGB3504454751
TXN00754,390.58,2024-02-14 03:31:20.808433,Municipal Tax Payment,debit,NLINGB6822474251
TXN00755,-84.3,2023-10-19 10:39:41.808433,Tax Refund,credit,NLABNA9246502859
TXN00756,132.33,2024-04-01 21:02:43.808433,Eneco Energy Bill,debit,NLRABO5281563738
TXN00757,-46.2,2024-05-05 10:41:45.808433,NS Train Ticket,debit,NLINGB9733111953
TXN00758,-188.22,2023-09-07 01:03:33.808433,Payment to Credit Card,debit,NLINGB5343195223
TXN00759,152.52,2024-02-23 14:55:50.808433,Payment to Ziggo,credit,NLINGB5902781026
TXN00760,482.46,2023-09-18 04:36:19.808433,Payment to Rabobank,credit,NLRABO9479371148
TXN00761,280.22,2024-06-01 22:28:57.808433,Salary from Employer,credit,NLABNA3964136487
TXN00762,-299.17,2024-04-20 02:38:15.808433,Transfer to ING Account,debit,NLINGB6951468854
TXN00763,-201.28,2024-05-10 16:19:28.808433,Geldmaat ATM Withdrawal,debit,NLINGB2506499326
TXN00764,-362.42,2023-11-04 12:33:21.808433,Payment to Credit Card,debit,NLABNA5314431885
TXN00765,400.93,2024-02-28 07:54:46.808433,Payment to Credit Card,credit,NLRABO2640548673
TXN00766,-265.56,2024-01-27 07:33:46.808433,Netflix Subscription,credit,NLABNA2442396492
TXN00767,330.55,2024-02-22 22:24:13.808433,NS Train Ticket,debit,NLINGB6453235745
TXN00768,323.49,2024-05-22 03:22:36.808433,Eneco Energy Bill,debit,NLABNA3234029546
TXN00769,-474.99,2024-04-12 01:42:25.808433,Payment to Ziggo,credit,NLRABO9855733408
TXN00770,-155.59,2024-02-25 18:46:44.808433,Albert Heijn Purchase,debit,NLINGB5951935939
TXN00771,-333.68,2023-10-16 23:03:13.808433,Municipal Tax Payment,credit,NLRABO2342557105
TXN00772,405.83,2023-12-20 14:50:58.808433,AH Online Groceries,credit,NLABNA5553938195
TXN00773,-65.42,2023-11-09 17:03:57.808433,Tax Refund,debit,NLINGB8631813548
TXN00774,137.19,2024-03-09 05:46:29.808433,Payment to Credit Card,credit,NLINGB8363646298
TXN00775,-493.37,2024-08-13 22:47:54.808433,Payment to Credit Card,credit,NLINGB1461003971
TXN00776,-65.86,2024-07-01 12:42:55.808433,Albert Heijn Purchase,credit,NLRABO1372475056
TXN00777,461.0,2024-03-03 19:36:00.808433,Payment to Ziggo,credit,NLABNA1759490122
TXN00778,77.33,2024-04-26 01:59:32.808433,Salary from Employer,credit,NLINGB6098048974
TXN00779,239.72,2024-07-21 21:25:59.808433,Bunq Transfer,debit,NLINGB9907713943
TXN00780,169.43,2023-12-28 00:55:51.808433,AH Online Groceries,credit,NLINGB5460993849
TXN00781,168.01,2023-10-25 00:34:03.808433,Bunq Transfer,debit,NLABNA7507398303
TXN00782,-226.11,2023-09-03 22:34:26.808433,Bol.com Purchase,credit,NLRABO3978694981
TXN00783,360.35,2024-01-15 23:22:57.808433,Bunq Transfer,debit,NLINGB5720821792
TXN00784,-217.86,2024-06-12 07:26:13.808433,Rent Payment,credit,NLRABO4365217998
TXN00785,-413.63,2024-01-28 23:54:54.808433,Eneco Energy Bill,credit,NLRABO7255059812
TXN00786,187.23,2024-02-18 16:30:35.808433,Transfer to ING Account,credit,NLABNA3737401739
TXN00787,-205.15,2023-11-25 11:08:10.808433,T-Mobile Bill Payment,debit,NLABNA2449892442
TXN00788,375.45,2023-10-06 21:25:33.808433,Car Lease Payment,debit,NLRABO2956328631
TXN00789,366.26,2023-09-21 07:56:59.808433,Rent Payment,debit,NLINGB3384211259
TXN00790,-13.98,2023-10-07 14:34:02.808433,Payment to Ziggo,credit,NLINGB3549827798
TXN00791,226.39,2024-02-21 01:37:00.808433,Bunq Transfer,credit,NLABNA8344716143
TXN00792,350.23,2023-11-03 21:17:15.808433,Salary from Employer,credit,NLINGB2143660226
TXN00793,-92.92,2024-06-06 09:48:06.808433,Payment to Credit Card,credit,NLINGB3686657814
TXN00794,359.4,2024-08-20 07:28:48.808433,Tax Refund,debit,NLINGB6085635673
TXN00795,-215.86,2023-09-06 02:49:52.808433,Netflix Subscription,debit,NLINGB3868627804
TXN00796,-179.35,2024-03-25 14:28:45.808433,Bunq Transfer,debit,NLRABO7566884849
TXN00797,30.66,2024-05-12 00:50:01.808433,Geldmaat ATM Withdrawal,credit,NLABNA1106765296
TXN00798,178.95,2023-11-03 12:15:02.808433,Municipal Tax Payment,credit,NLINGB6394337080
TXN00799,481.83,2024-01-24 11:07:31.808433,NS Train Ticket,debit,NLABNA7759155264
TXN00800,-381.78,2024-04-12 20:18:54.808433,Albert Heijn Purchase,debit,NLABNA8266680794
TXN00801,-223.94,2023-12-19 11:22:42.808433,Payment to Credit Card,debit,NLINGB3189609919
TXN00802,473.77,2024-02-01 17:26:01.808433,Payment to Ziggo,debit,NLINGB4060200838
TXN00803,-131.04,2024-08-19 16:16:06.808433,Bunq Transfer,credit,NLINGB1119411142
TXN00804,-79.06,2024-04-26 16:25:17.808433,Netflix Subscription,debit,NLINGB5305746356
TXN00805,301.86,2023-12-14 21:26:07.808433,Geldmaat ATM Withdrawal,credit,NLRABO5873036321
TXN00806,-76.2,2023-12-04 20:27:32.808433,Eneco Energy Bill,credit,NLRABO3977251773
TXN00807,-2.92,2024-02-28 18:19:14.808433,AH Online Groceries,debit,NLINGB7389039221
TXN00808,-0.03,2024-07-29 14:12:44.808433,NS Train Ticket,credit,NLRABO9505877923
TXN00809,493.83,2024-02-25 05:31:22.808433,Transfer to ING Account,debit,NLABNA8158600694
TXN00810,-41.18,2024-04-20 13:06:33.808433,Bunq Transfer,debit,NLRABO2490821162
TXN00811,-491.87,2024-01-31 07:52:05.808433,iDEAL Payment,debit,NLABNA7180636187
TXN00812,-240.57,2024-06-07 20:43:07.808433,Transfer to ING Account,credit,NLRABO1778964881
TXN00813,-358.92,2024-03-02 00:56:05.808433,Municipal Tax Payment,debit,NLINGB1032275683
TXN00814,-367.41,2024-06-16 23:00:11.808433,Bunq Transfer,debit,NLABNA4936709357
TXN00815,375.47,2024-03-24 22:08:00.808433,Bol.com Purchase,credit,NLABNA7392185397
TXN00816,230.19,2024-02-08 10:19:05.808433,Transfer to ING Account,credit,NLABNA1635117612
TXN00817,-133.71,2024-07-07 17:56:09.808433,Car Lease Payment,credit,NLINGB1225094095
TXN00818,171.64,2023-10-23 18:03:12.808433,Car Lease Payment,debit,NLINGB6536168936
TXN00819,-340.3,2024-02-18 14:56:24.808433,Municipal Tax Payment,credit,NLINGB4609964714
TXN00820,84.77,2024-05-16 08:46:35.808433,Netflix Subscription,debit,NLINGB4744635359
TXN00821,-458.68,2024-01-01 04:18:23.808433,Payment to Ziggo,debit,NLINGB6774014617
TXN00822,-46.18,2024-03-10 14:15:42.808433,Salary from Employer,debit,NLRABO7326116920
TXN00823,-46.52,2024-07-20 14:46:53.808433,Bol.com Purchase,credit,NLABNA9161967526
TXN00824,-249.42,2024-07-02 14:44:29.808433,Car Lease Payment,credit,NLINGB1416199061
TXN00825,147.19,2024-06-06 11:30:33.808433,iDEAL Payment,credit,NLABNA7467116671
TXN00826,-205.32,2024-01-27 04:20:27.808433,Rent Payment,credit,NLABNA5630382935
TXN00827,-276.85,2024-01-15 21:01:43.808433,Payment to Rabobank,credit,NLABNA2330662654
TXN00828,-432.31,2024-01-06 17:01:13.808433,Tax Refund,debit,NLINGB5029855479
TXN00829,336.35,2023-09-16 11:27:38.808433,Salary from Employer,credit,NLRABO4175898312
TXN00830,449.71,2024-03-13 03:33:51.808433,Municipal Tax Payment,credit,NLINGB8363282016
TXN00831,-411.0,2024-04-29 08:00:47.808433,Salary from Employer,credit,NLINGB4481717670
TXN00832,9.71,2023-10-01 05:48:49.808433,Albert Heijn Purchase,credit,NLABNA8116381146
TXN00833,-307.05,2024-01-09 02:50:17.808433,Payment to Rabobank,debit,NLRABO1406606219
TXN00834,-188.28,2024-05-03 11:39:58.808433,Car Lease Payment,debit,NLINGB5170919363
TXN00835,493.34,2024-04-07 17:34:23.808433,Payment to Rabobank,credit,NLRABO7736102591
TXN00836,145.71,2024-03-05 07:32:08.808433,Tax Refund,credit,NLABNA6960638467
TXN00837,207.97,2023-11-09 22:23:33.808433,Salary from Employer,debit,NLRABO1965669443
TXN00838,204.35,2024-05-09 12:50:46.808433,Municipal Tax Payment,credit,NLINGB7000462859
TXN00839,-385.24,2024-04-17 19:30:58.808433,Albert Heijn Purchase,debit,NLABNA8252058780
TXN00840,-5.89,2024-02-12 02:26:40.808433,Municipal Tax Payment,debit,NLABNA4153109741
TXN00841,72.92,2023-11-09 18:34:32.808433,Eneco Energy Bill,debit,NLRABO7815630135
TXN00842,-290.22,2023-12-04 18:26:27.808433,Tax Refund,debit,NLINGB9676265574
TXN00843,-226.72,2024-03-10 19:41:49.808433,Payment to Credit Card,debit,NLRABO5327443876
TXN00844,170.29,2024-05-19 23:45:55.808433,iDEAL Payment,debit,NLABNA8578152732
TXN00845,144.08,2024-03-16 03:54:51.808433,Transfer to ING Account,credit,NLABNA6096826784
TXN00846,-216.64,2023-12-08 16:22:52.808433,T-Mobile Bill Payment,credit,NLABNA5780831430
TXN00847,-358.07,2023-11-20 20:16:20.808433,AH Online Groceries,credit,NLABNA1148526956
TXN00848,388.3,2023-12-18 07:42:43.808433,Payment to Ziggo,debit,NLABNA2303871567
